"Year","INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"2020","Anna Maria College","MA",1,0.7362,1131,"51109",44800,33400,"15442",0.576119403,0.4234693878,0.5235849057,0.7328244275,0.4393,0.3621,0.6531,FALSE
"2020","Assabet Valley Regional Technical School","MA",1,0.4516,50,"not reported",43400,,"9500",0.6607142857,,,,,,,FALSE
"2020","Assumption College","MA",1,0.8107,2014,"53303",55200,45900,"25000",0.8077304262,0.6470588235,0.7903225806,0.8552631579,0.7307,0.7376,0.8279,FALSE
"2020","Babson College","MA",1,0.2441,2361,"68482",96100,70400,"21875",0.9063829787,0.7959183673,0.9098360656,0.948,0.9182,0.9008,0.9508,FALSE
"2020","Bancroft School of Massage Therapy","MA",1,,45,"not reported",,25100,"7600",0.7213114754,0.7105263158,,,,,,FALSE
"2020","Boston Baptist College","MA",1,0.7727,56,"26691",33600,,"16624",0.6607142857,,,,0.641,0.3864,0.7576,FALSE
"2020","Bay Path University","MA",1,0.6041,1921,"46315",42700,34200,"17610",0.5508253692,0.4579831933,0.5661764706,0.6928838951,0.5809,0.6647,0.7475,FALSE
"2020","Bay State College","MA",1,0.6927,684,"39751",32100,29100,"18532",0.4431924883,0.3587921847,0.4803921569,0.6275510204,0.3324,0.3953,0.4941,FALSE
"2020","Bay State School of Technology","MA",1,,123,"not reported",43600,32900,"10835",0.5683760684,0.4802631579,,,,,,FALSE
"2020","Becker College","MA",1,0.6634,1725,"53368",43800,34600,"19750",0.5104895105,0.3680387409,0.5225464191,0.6638418079,0.4095,0.3431,0.7295,FALSE
"2020","Bentley University","MA",1,0.4321,4177,"66180",86900,65800,"23250",0.9138062548,0.8382978723,0.8865030675,0.9493333333,0.9001,0.8937,0.9277,FALSE
"2020","Berklee College of Music","MA",1,0.4764,6332,"63027",30300,21300,"15000",0.6507723304,0.6287128713,0.6486486486,0.6651917404,0.6379,0.6104,0.8456,FALSE
"2020","Berkshire Community College","MA",1,,1419,"14853",30700,25700,"8250",0.4282632147,0.3278388278,0.5485074627,0.6283185841,,,,FALSE
"2020","Empire Beauty School-Boston","MA",1,,118,"not reported",16500,15000,"8107",0.2742574257,0.1938911023,0.4519774011,0.6375,,,,FALSE
"2020","Boston Architectural College","MA",1,,271,"33031",46100,37400,"33166",0.4709480122,0.4064516129,0.4823529412,0.5747126437,0.1428,0.1552,0.6667,FALSE
"2020","Boston Graduate School of Psychoanalysis Inc","MA",1,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Boston College","MA",1,0.2789,9639,"70588",72500,57000,"16000",0.9073987901,0.8121546961,0.9001883239,0.9378980892,0.9201,0.9283,0.9496,FALSE
"2020","Boston University","MA",1,0.2209,17238,"70216",65300,49200,"22500",0.8220195163,0.7480106101,0.8019359643,0.8536492167,0.8764,0.8644,0.9375,FALSE
"2020","Brandeis University","MA",1,0.3115,3627,"70848",57900,41700,"24708",0.828708134,0.7425742574,0.7985611511,0.8743362832,0.8907,0.8891,0.9302,FALSE
"2020","Bridgewater State University","MA",1,0.9014,9312,"22590",45300,36400,"18500",0.6359300477,0.5576271186,0.6160776161,0.7039325843,0.5988,0.6116,0.7704,FALSE
"2020","Bristol Community College","MA",1,,6509,"10920",31800,27000,"3850",0.527198364,0.4499411072,0.5642343268,0.5746388443,,,,FALSE
"2020","Signature Healthcare Brockton Hospital School of Nursing","MA",1,0.4737,244,"not reported",62000,57700,"15125",0.5466237942,0.487804878,0.4954954955,0.7142857143,,,,FALSE
"2020","Bunker Hill Community College","MA",1,,11216,"12370",35100,29300,"5100",0.4485910129,0.4053254438,0.4954751131,0.4923076923,,,,FALSE
"2020","Cambridge College","MA",1,,690,"27140",38100,35100,"15302",0.4048640916,0.3512820513,0.4462809917,0.5671641791,0.0636,0.0632,0.5484,FALSE
"2020","Cape Cod Community College","MA",1,,2544,"13113",31700,26600,"5500",0.5302114804,0.4468085106,0.5287958115,0.6560846561,,,,FALSE
"2020","Catherine Hinds Institute of Esthetics","MA",1,,162,"not reported",32700,25700,"4425",0.7594936709,0.6585365854,,,,,,FALSE
"2020","Laboure College","MA",1,0.1807,845,"39303",57200,52000,"15750",0.4696016771,0.441314554,0.4251497006,0.6082474227,,,,FALSE
"2020","Clark University","MA",1,0.5939,2252,"54760",49100,37000,"22750",0.797011208,0.6884057971,0.7846715328,0.8439897698,0.7963,0.8003,0.861,FALSE
"2020","Conway School of Landscape Design","MA",1,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Curry College","MA",1,0.9271,2342,"54643",45900,39500,"18871",0.6736990155,0.5446927374,0.6425233645,0.7672955975,0.5278,0.4808,0.6484,FALSE
"2020","Lincoln Technical Institute-Somerville","MA",1,,321,"not reported",27600,23400,"9500",0.2976873265,0.244410952,0.3850520341,0.6239782016,,,,FALSE
"2020","Dean College","MA",1,0.8286,1275,"55778",33500,26900,"12000",0.4852272727,0.2509090909,0.5416666667,0.6304985337,0.4049,0.4189,0.6311,FALSE
"2020","Diman Regional Technical Institute","MA",1,0.4688,62,"not reported",,,"9500",0.5964912281,0.5142857143,,,,,,FALSE
"2020","National Aviation Academy of New England","MA",1,,296,"not reported",56100,37100,"14478",0.5231607629,0.5087719298,0.4395604396,0.75,,,,FALSE
"2020","Eastern Nazarene College","MA",1,0.6368,658,"43845",42300,34500,"19000",0.6153846154,0.5375,0.6448087432,0.6622516556,0.4737,0.5673,0.6646,FALSE
"2020","Emerson College","MA",1,0.3564,3817,"65124",46600,37300,"20500",0.78003003,0.6794258373,0.7175792507,0.8350515464,0.798,0.8054,0.8723,FALSE
"2020","Emmanuel College","MA",1,0.77,1976,"55739",49700,38900,"23125",0.7144495413,0.6463414634,0.6771653543,0.7599118943,0.6573,0.6625,0.7795,FALSE
"2020","Endicott College","MA",1,0.8049,3033,"49899",51100,44300,"23019",0.8349007315,0.6456692913,0.7991071429,0.8877887789,0.7567,0.7541,0.8367,FALSE
"2020","Rob Roy Academy-Fall River","MA",1,,45,"not reported",16800,14500,"5500",0.2655367232,0.2013888889,,,,,,FALSE
"2020","Fisher College","MA",1,0.6728,1306,"47384",34900,29400,"12000",0.440851735,0.3688888889,0.497382199,0.5687203791,0.2705,0.521,0.6612,FALSE
"2020","Fitchburg State University","MA",1,0.8689,4070,"22403",45700,35500,"17505",0.6566455696,0.5918803419,0.6487294469,0.7035573123,0.6034,0.546,0.7563,FALSE
"2020","Framingham State University","MA",1,0.7329,3804,"24923",45800,36300,"18163",0.7062115277,0.6228710462,0.6824817518,0.7632850242,0.5504,0.5703,0.7279,FALSE
"2020","Benjamin Franklin Institute of Technology","MA",1,,550,"24621",41700,32700,"9500",0.4791666667,0.4198717949,0.4765625,0.6931818182,0.4626,,,FALSE
"2020","Gordon College","MA",1,0.7547,1593,"49450",41700,36500,"21500",0.826546003,0.7636363636,0.8457446809,0.8356164384,0.7014,0.7051,0.8283,FALSE
"2020","Gordon-Conwell Theological Seminary","MA",1,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Greenfield Community College","MA",1,,1528,"12692",32300,25800,"5075",0.5199501247,0.4495412844,0.6041666667,0.6031746032,,,,FALSE
"2020","Hampshire College","MA",1,0.6285,1175,"67106",34500,20700,"17806",0.7339130435,0.6859504132,0.6878306878,0.7886792453,0.6438,0.668,0.7783,FALSE
"2020","Harvard University","MA",1,0.0473,7582,"71135",89700,70300,"12500",0.7071428571,0.5436241611,0.6851851852,0.8711656442,0.9708,0.9828,0.9871,FALSE
"2020","Hebrew College","MA",1,,4,"not reported",,,"-999",,,,,,,,FALSE
"2020","Hellenic College-Holy Cross Greek Orthodox School of Theology","MA",1,0.4146,65,"41282",,,"11938",0.6060606061,,,,0.5833,0.5428,0.8657,FALSE
"2020","College of the Holy Cross","MA",1,0.3801,2913,"66111",71000,49100,"26500",0.8692206077,0.8375,0.8121212121,0.892578125,0.9194,0.9185,0.9469,FALSE
"2020","Holyoke Community College","MA",1,,4682,"12591",31200,26000,"4715",0.4856396867,0.3799805637,0.5515970516,0.6065934066,,,,FALSE
"2020","Lasell University","MA",1,0.7978,1650,"51948",43000,36500,"23250",0.6706652126,0.5467980296,0.6133333333,0.7729468599,0.5811,0.5211,0.7049,FALSE
"2020","Lawrence Memorial Hospital School of Nursing","MA",1,,281,"not reported",68100,63400,"17225",0.7025862069,0.7333333333,0.7,0.671641791,,,,FALSE
"2020","Lesley University","MA",1,0.7572,2108,"45871",38700,32200,"15750",0.630537229,0.5148514851,0.6360946746,0.7095238095,0.6032,0.5758,0.8022,FALSE
"2020","Longy School of Music of Bard College","MA",1,0.9063,36,"55170",39700,28800,"20500",0.7905660377,0.6846153846,0.7763157895,0.8548387097,0.6,,0.6818,FALSE
"2020","Lowell Academy Hairstyling Institute","MA",1,,95,"not reported",20000,19400,"5500",0.3795620438,0.3055555556,,,,,,FALSE
"2020","University of Massachusetts-Lowell","MA",1,0.7183,13385,"28201",53300,41600,"18926",0.6378326996,0.5447761194,0.6376201923,0.7254584682,0.6153,0.5862,0.8563,FALSE
"2020","University of Massachusetts-Amherst","MA",1,0.5992,23202,"30013",51400,41200,"20600",0.7731751008,0.6861176471,0.7731124807,0.8171455711,0.7849,0.7806,0.9068,FALSE
"2020","University of Massachusetts-Boston","MA",1,0.7761,12229,"23356",48200,39300,"16250",0.6023316062,0.565471226,0.6176644932,0.6497346475,0.4797,0.4782,0.7697,FALSE
"2020","Massachusetts Bay Community College","MA",1,,3496,"17583",41000,31200,"4358",0.571969697,0.5178947368,0.5827205882,0.6378737542,,,,FALSE
"2020","MCPHS University","MA",1,0.9348,3933,"51537",116000,75700,"24500",0.8269570335,0.7657841141,0.8145454545,0.8829787234,0.7132,0.6899,0.8154,FALSE
"2020","Massachusetts College of Art and Design","MA",1,0.6719,1828,"28776",36200,28500,"20000",0.6788124157,0.5721393035,0.6851851852,0.7407407407,0.6798,0.7285,0.8615,FALSE
"2020","Massachusetts Institute of Technology","MA",1,0.0674,4550,"67430",104700,82200,"11625",0.9182282794,,,0.9312977099,0.94,0.9403,0.9864,FALSE
"2020","Massachusetts Maritime Academy","MA",1,0.8905,1653,"25659",86600,66300,"22976",0.8474264706,0.7721518987,0.8482142857,0.8640226629,0.7409,0.7444,0.868,FALSE
"2020","University of Massachusetts Medical School Worcester","MA",1,,,"not reported",179000,63500,"-999",,,,,,,,FALSE
"2020","William James College","MA",1,,14,"not reported",,,"-999",,,,,,,,FALSE
"2020","Massachusetts School of Barbering","MA",1,,61,"not reported",,,"7663",0.3684210526,0.3333333333,,,,,,FALSE
"2020","Massasoit Community College","MA",1,,5809,"13336",35100,29000,"5500",0.4957746479,0.409921671,0.5073529412,0.5496957404,,,,FALSE
"2020","Merrimack College","MA",1,0.8276,3648,"55485",57100,45500,"23250",0.7818371608,0.5987261146,0.7320574163,0.847972973,0.7001,0.7215,0.8266,FALSE
"2020","MGH Institute of Health Professions","MA",1,,212,"not reported",,67900,"25000",0.8664259928,0.8257575758,,,,,,FALSE
"2020","Middlesex Community College","MA",1,,6620,"9151",35400,30300,"4511",0.5676788471,0.4888178914,0.6183431953,0.5912636505,,,,FALSE
"2020","Montserrat College of Art","MA",1,,361,"46659",26500,22800,"23750",0.5857740586,0.4516129032,0.6144578313,0.6489361702,0.5575,0.5551,0.8187,FALSE
"2020","Mount Holyoke College","MA",1,0.5091,2190,"63810",48600,34600,"18764",0.7973568282,0.6981132075,0.8106796117,0.8669201521,0.8456,0.8491,0.9153,FALSE
"2020","Mount Wachusett Community College","MA",1,,3253,"13491",32400,28600,"5165",0.5566228514,0.4818067754,0.5754716981,0.6605922551,,,,FALSE
"2020","Rob Roy Academy-New Bedford","MA",1,,17,"not reported",,,"5500",0.25,,,,,,,FALSE
"2020","The New England Conservatory of Music","MA",1,0.3647,445,"66030",32100,25500,"24568",0.7876106195,,,0.8591549296,0.8238,0.8383,0.9211,FALSE
"2020","New England College of Optometry","MA",1,,,"not reported",97900,,"-999",,,,,,,,FALSE
"2020","New England Law-Boston","MA",1,,,"not reported",72200,64600,"-999",,,,,,,,FALSE
"2020","New England School of Photography","MA",1,0.7708,40,"37564",29900,20700,"10700",0.6666666667,,,,,,,FALSE
"2020","Newbury College","MA",1,0.7676,635,"50096",39700,32500,"16750",0.4482225657,0.3601532567,0.4317180617,0.6163522013,0.3541,0.4017,0.5751,FALSE
"2020","Nichols College","MA",1,0.8226,1319,"50385",48300,38500,"19500",0.6734693878,0.6,0.6296296296,0.7371134021,0.533,0.432,0.7555,FALSE
"2020","Massachusetts College of Liberal Arts","MA",1,0.7369,1260,"23488",35800,28100,"17500",0.5977900552,0.5047923323,0.640776699,0.6537102473,0.5489,0.5387,0.7141,FALSE
"2020","North Bennet Street School","MA",1,,152,"not reported",34800,33800,"9500",0.7525773196,0.7142857143,,,,,,FALSE
"2020","North Shore Community College","MA",1,,5112,"12738",35200,28500,"6089",0.5301327886,0.4468546638,0.5974235105,0.6144578313,,,,FALSE
"2020","Northeastern University","MA",1,0.1934,13760,"67894",67400,54400,"23989",0.7869451697,0.6256281407,0.7475083056,0.8696651346,0.8759,0.8627,0.9666,FALSE
"2020","Northern Essex Community College","MA",1,,4693,"13631",32400,28500,"6000",0.502997003,0.4104234528,0.5659777424,0.6039823009,,,,FALSE
"2020","College of Our Lady of the Elms","MA",1,0.6747,1127,"47180",46200,43100,"24500",0.5949367089,0.4516129032,0.6226415094,0.7674418605,0.6148,0.6589,0.8155,FALSE
"2020","Pine Manor College","MA",1,0.4105,249,"46840",36600,29000,"12000",0.337254902,0.2962962963,,,0.3275,0.2896,0.6108,FALSE
"2020","Pope St John XXIII National Seminary","MA",1,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Quincy College","MA",1,,2851,"18015",41800,36800,"8750",0.4587345254,0.4020618557,0.5030181087,0.5179856115,,,,FALSE
"2020","Quinsigamond Community College","MA",1,,6488,"12302",34900,30100,"9500",0.5208089097,0.4662813102,0.5802139037,0.5457025921,,,,FALSE
"2020","Regis College","MA",1,0.7753,1395,"56683",47500,35800,"24125",0.6481835564,0.5823529412,0.5956284153,0.7705882353,0.5204,0.4233,0.8462,FALSE
"2020","Roxbury Community College","MA",1,,1936,"14703",33600,26300,"-999",,,,,,,,FALSE
"2020","Saint John's Seminary","MA",1,,24,"not reported",,,"-999",,,,,,,,FALSE
"2020","Salem State University","MA",1,0.847,6369,"24954",43500,36200,"19197",0.6128834356,0.5276630884,0.5987717503,0.7220149254,0.5512,0.5302,0.7577,FALSE
"2020","Salter College-West Boylston","MA",1,,32,"not reported",27200,23100,"8575",0.3343949045,0.2758352758,0.4706766917,0.6139534884,,,,FALSE
"2020","Simmons University","MA",1,0.6972,1790,"57361",55800,47200,"22000",0.7726763718,0.6828358209,0.7932330827,0.8245125348,0.7691,0.7442,0.8127,FALSE
"2020","Bard College at Simon's Rock","MA",1,0.8078,387,"68693",32500,21700,"12000",0.6888888889,0.537037037,0.796875,0.7096774194,0.6,,0.7115,FALSE
"2020","Smith College","MA",1,0.3095,2496,"69563",46200,35300,"19000",0.8236607143,0.7432432432,0.8392156863,0.8568019093,0.8839,0.8819,0.9342,FALSE
"2020","Southeastern Technical Institute","MA",1,0.378,134,"not reported",40300,35300,"5500",0.612716763,0.5368421053,,,,,,FALSE
"2020","Springfield College","MA",1,0.6317,2103,"51604",45100,38500,"22000",0.5502502888,0.3394406943,0.5658227848,0.8181818182,0.7328,0.7132,0.8353,FALSE
"2020","Springfield Technical Community College","MA",1,,4407,"13254",31700,26800,"4521",0.5201525054,0.4695340502,0.5619469027,0.5638629283,,,,FALSE
"2020","University of Massachusetts-Dartmouth","MA",1,0.7754,6649,"27142",48200,39500,"19500",0.6647504573,0.5258092738,0.6678082192,0.7671503958,0.5238,0.4885,0.7261,FALSE
"2020","Stonehill College","MA",1,0.6957,2527,"58424",60800,47700,"24000",0.860373648,0.7647058824,0.8652173913,0.8729927007,0.7936,0.8326,0.8628,FALSE
"2020","Suffolk University","MA",1,0.8533,5012,"52681",53100,42300,"20500",0.6998027613,0.5902578797,0.6734177215,0.7927411652,0.597,0.5856,0.7656,FALSE
"2020","Rob Roy Academy-Taunton","MA",1,,24,"not reported",19900,16400,"5500",0.3333333333,0.3015873016,,,,,,FALSE
"2020","Tufts University","MA",1,0.1462,5597,"70567",75800,51200,"15500",0.9137214137,0.8396946565,0.8744769874,0.9459459459,0.9291,0.9353,0.961,FALSE
"2020","Wellesley College","MA",1,0.1954,2392,"69034",60800,44900,"9728",0.8956043956,0.8780487805,0.8510638298,0.9255319149,0.9067,0.9327,0.9523,FALSE
"2020","Wentworth Institute of Technology","MA",1,0.7604,4254,"50348",65100,53300,"20000",0.8259404829,0.7128712871,0.805019305,0.8917345751,0.667,0.6639,0.8323,FALSE
"2020","Western New England University","MA",1,0.8537,2746,"50234",54900,44900,"19500",0.7529673591,0.6391304348,0.7156862745,0.8112676056,0.5978,0.5845,0.7824,FALSE
"2020","Westfield State University","MA",1,0.8605,5110,"22566",46100,36300,"16750",0.7166332665,0.5841750842,0.7356020942,0.7730870712,0.6429,0.654,0.7664,FALSE
"2020","Wheaton College","MA",1,0.6984,1750,"65517",47600,36300,"23000",0.8049242424,0.7157894737,0.7597402597,0.8602150538,0.7805,0.7961,0.8748,FALSE
"2020","Williams College","MA",1,0.1297,2028,"70650",59000,42600,"11500",0.8100775194,,,0.8101265823,0.946,0.957,0.9818,FALSE
"2020","Worcester Polytechnic Institute","MA",1,0.4159,4571,"64730",84900,67500,"27000",0.9167303285,0.8529411765,0.8898809524,0.9414694894,0.8807,0.8605,0.9523,FALSE
"2020","Worcester State University","MA",1,0.7785,4996,"20923",48200,37900,"12931",0.6552217454,0.5804878049,0.65625,0.7111111111,0.5609,0.5687,0.7928,FALSE
"2020","Adrian College","MI",3,0.6481,1781,"51626",38600,32100,"18468",0.6191425723,0.4852941176,0.60591133,0.7476923077,0.4842,0.5359,0.6761,FALSE
"2020","Albion College","MI",3,0.6824,1512,"56722",47400,34900,"16721",0.753894081,0.6101694915,0.7972972973,0.7781456954,0.6054,0.6891,0.7677,FALSE
"2020","Hillsdale Beauty College","MI",3,,22,"not reported",,,"8599",0.5813953488,,,,,,,FALSE
"2020","Northwestern Technological Institute","MI",3,,751,"not reported",33400,27300,"8227",0.2751235585,0.2256097561,,,,,,FALSE
"2020","Alma College","MI",3,0.6411,1396,"52252",42200,34000,"20500",0.7362962963,0.6102941176,0.7333333333,0.7959866221,0.6554,0.6563,0.7754,FALSE
"2020","Alpena Community College","MI",3,,960,"9147",31600,24100,"5870",0.4300225734,0.3271028037,0.5740740741,0.6296296296,0.3381,,0.6487,FALSE
"2020","Andrews University","MI",3,0.6554,1466,"38948",45200,33300,"21453",0.500618047,0.4413793103,0.4965277778,0.5800865801,0.5641,0.6047,0.8504,FALSE
"2020","Aquinas College","MI",3,0.6905,1428,"41612",37300,31000,"20500",0.6195876289,0.4657534247,0.6227390181,0.7087912088,0.6015,0.5737,0.7483,FALSE
"2020","Baker College","MI",3,0.5307,8319,"18785",27200,23800,"14668",0.3248336319,0.2460939501,0.425598698,0.5387807214,0.1538,0.1823,0.459,FALSE
"2020","Bay de Noc Community College","MI",3,,1328,"13363",29700,24300,"6500",0.4303675048,0.3225806452,0.6142857143,0.6116504854,,,,FALSE
"2020","Bayshire Academy of Beauty Craft Inc","MI",3,,125,"not reported",13000,14700,"-999",,,,,,,,FALSE
"2020","Calvin University","MI",3,0.7897,3550,"46150",44800,36200,"20500",0.8343904158,0.72,0.8067940552,0.887966805,0.7486,0.7591,0.8666,FALSE
"2020","Calvin Theological Seminary","MI",3,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Carnegie Institute","MI",3,,134,"22943",32100,29400,"8732",0.6237288136,0.567251462,0.7,0.7058823529,,,,FALSE
"2020","Michigan School of Psychology","MI",3,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Central Michigan University","MI",3,0.6884,16157,"23890",41900,34100,"21250",0.5579649708,0.4272373541,0.5651910249,0.641783029,0.5989,0.6091,0.7706,FALSE
"2020","Mott Community College","MI",3,,6162,"10928",25800,20600,"7917",0.240427303,0.1756313862,0.3857758621,0.453100159,,,,FALSE
"2020","Empire Beauty School-Michigan","MI",3,,225,"not reported",16500,15000,"8107",0.2742574257,0.1938911023,0.4519774011,0.6375,,,,FALSE
"2020","Cleary University","MI",3,0.5797,474,"30418",53600,44700,"17000",0.4702970297,0.3494623656,0.5323741007,0.6455696203,0.3944,0.3296,0.6894,FALSE
"2020","Concordia University-Ann Arbor","MI",3,0.4885,927,"42563",39100,28700,"19500",0.532168726,0.3341040462,0.5737514518,0.7504025765,0.3199,0.4171,0.6875,FALSE
"2020","Cranbrook Academy of Art","MI",3,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","College for Creative Studies","MI",3,0.4216,1357,"56469",44100,32800,"18635",0.5641025641,0.400921659,0.6108374384,0.670781893,0.6099,0.5783,0.8053,FALSE
"2020","Davenport University","MI",3,0.8933,4782,"28270",30700,31400,"16500",0.3550556303,0.2605850654,0.4652233994,0.6650246305,0.4657,0.41,0.7166,FALSE
"2020","David Pressley School of Cosmetology","MI",3,,218,"not reported",15300,17000,"6500",0.3878787879,0.3150684932,0.4375,0.6595744681,,,,FALSE
"2020","Delta College","MI",3,,7067,"9888",30300,24700,"5670",0.3686141688,0.2766055046,0.5010706638,0.5477855478,,,,FALSE
"2020","Detroit Business Institute-Downriver","MI",3,,52,"not reported",20300,18600,"13583",0.4135338346,0.3789473684,,,,,,FALSE
"2020","Michigan State University-College of Law","MI",3,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","MIAT College of Technology","MI",3,0.6892,845,"22909",41900,42700,"10608",0.424137931,0.3386627907,0.5,0.632183908,,,,FALSE
"2020","University of Detroit Mercy","MI",3,0.8298,2754,"53947",47100,45100,"21000",0.6933962264,0.588028169,0.7106382979,0.8094170404,0.6365,0.6679,0.8496,FALSE
"2020","Dorsey School of Business-Madison Heights","MI",3,,398,"32701",22700,19600,"9500",0.2051093098,0.1838448176,0.2893203883,0.5,,,,FALSE
"2020","Dorsey School of Business-Woodhaven","MI",3,,104,"32286",22700,19600,"9500",0.2051093098,0.1838448176,0.2893203883,0.5,,,,FALSE
"2020","Eastern Michigan University","MI",3,0.757,15325,"23662",39300,32000,"19253",0.438433589,0.3606378331,0.4698630137,0.5481327801,0.43,0.4604,0.7163,FALSE
"2020","Creative Hair School of Cosmetology","MI",3,,31,"not reported",,,"4750",,,,,,,,FALSE
"2020","Ferris State University","MI",3,0.809,11008,"22715",44500,36500,"16492",0.5891971586,0.4684103261,0.6263387545,0.7204408818,0.4694,0.5007,0.777,FALSE
"2020","Flint Institute of Barbering Inc","MI",3,0.7813,36,"not reported",,,"13184",0.2258064516,,,,,,,FALSE
"2020","Glen Oaks Community College","MI",3,,633,"11954",28500,26000,"6304",0.3888024883,0.3098236776,0.4680851064,0.6724137931,,,,FALSE
"2020","Kettering University","MI",3,0.7027,1861,"59227",80500,70700,"27000",0.8643815201,0.7863247863,0.8433179724,0.9050445104,0.62,0.6129,0.9223,FALSE
"2020","Gogebic Community College","MI",3,,717,"12385",28500,24700,"5500",0.5506445672,0.4015444015,0.6766169154,0.7108433735,,,,FALSE
"2020","Grace Christian University","MI",3,0.2837,895,"20871",28600,23800,"8750",0.4645669291,0.3368983957,0.5724137931,0.6326530612,0.4244,0.4271,0.6103,FALSE
"2020","Cornerstone University","MI",3,0.7339,1561,"39507",35400,32900,"19654",0.6019273536,0.4359504132,0.6441005803,0.7701149425,0.5395,0.5828,0.7829,FALSE
"2020","Grand Rapids Community College","MI",3,,12000,"12389",31300,25200,"5500",0.3652671756,0.2586977338,0.4981975487,0.5729166667,,,,FALSE
"2020","Grand Valley State University","MI",3,0.8275,21589,"23418",42800,35300,"19500",0.635198852,0.4871124393,0.6462805057,0.7327351822,0.6571,0.6889,0.8384,FALSE
"2020","Great Lakes Christian College","MI",3,,149,"25479",29400,19600,"9500",0.3618421053,0.3037974684,0.4117647059,,0.1519,0.3133,0.5769,FALSE
"2020","Henry Ford College","MI",3,,10135,"9651",31400,23900,"7369",0.1944204322,0.1499448732,0.3294117647,0.421185372,0.0666,,,FALSE
"2020","Hillsdale College","MI",3,0.3599,1446,"not reported",,,"-999",,,,,0.8588,0.8136,0.9223,FALSE
"2020","Hope College","MI",3,0.7561,3046,"45252",46200,36500,"23250",0.8070175439,0.6833333333,0.8197183099,0.8394160584,0.7958,0.7812,0.8867,FALSE
"2020","Jackson College","MI",3,,3967,"15628",30500,25300,"8108",0.3278399058,0.2479378942,0.4266528926,0.5149051491,0.121,,0.5869,FALSE
"2020","Kalamazoo College","MI",3,0.728,1446,"59267",48700,34500,"20500",0.8250591017,0.7666666667,0.8235294118,0.8401639344,0.8248,0.8285,0.9055,FALSE
"2020","Kalamazoo Valley Community College","MI",3,,6488,"9530",30000,24700,"5351",0.2897691828,0.20431934,0.3985459352,0.530848329,,,,FALSE
"2020","Kellogg Community College","MI",3,,3084,"12686",31500,25700,"9750",0.2704142012,0.2066259808,0.3826405868,0.473880597,,,,FALSE
"2020","Kirtland Community College","MI",3,,1035,"11688",25400,22900,"7499",0.4271229404,0.3813387424,0.4780701754,0.5882352941,,,,FALSE
"2020","Michigan College of Beauty-Monroe","MI",3,,117,"not reported",,15100,"6333",0.3928571429,0.3247863248,0.5098039216,,,,,FALSE
"2020","Lake Michigan College","MI",3,,2593,"13203",24100,22900,"6500",0.2937595129,0.2086956522,0.4620689655,0.5769230769,0.1472,,,FALSE
"2020","Lake Superior State University","MI",3,0.6338,1873,"22176",37700,29500,"14701",0.6193745233,0.5450901804,0.6400817996,0.7027863777,0.4895,0.4321,0.7145,FALSE
"2020","Lansing Community College","MI",3,,10655,"9430",31900,25900,"6540",0.3053136315,0.2251334304,0.4042232278,0.4739884393,,,,FALSE
"2020","Lawrence Technological University","MI",3,0.7772,1991,"45692",55300,46300,"19500",0.6372881356,0.4715189873,0.6863468635,0.7684563758,0.5608,0.5661,0.8149,FALSE
"2020","M J Murphy Beauty College of Mount Pleasant","MI",3,,26,"not reported",,12900,"8091",0.2619047619,,,,,,,FALSE
"2020","Macomb Community College","MI",3,,15793,"12691",32500,26600,"3500",0.4879827167,0.355495251,0.5706997085,0.5834305718,,,,FALSE
"2020","Madonna University","MI",3,0.7827,2311,"30767",40900,38200,"20500",0.4832419257,0.3903345725,0.5111607143,0.6450777202,0.6511,0.6438,0.7495,FALSE
"2020","Marygrove College","MI",3,,,"not reported",28700,22900,"23250",0.2835472579,0.2606635071,0.3136094675,0.4545454545,0.3649,0.2822,0.3051,FALSE
"2020","Rochester University","MI",3,1,907,"30039",35300,31600,"15364",0.4653739612,0.348973607,0.5433789954,0.6049382716,0.3944,0.2957,0.6526,FALSE
"2020","University of Michigan-Ann Arbor","MI",3,0.2283,30079,"29407",63400,49800,"15459",0.7910162472,0.6995708155,0.7719399538,0.8322981366,0.9174,0.9164,0.972,FALSE
"2020","Michigan Barber School Inc","MI",3,,185,"not reported",17800,15200,"-999",,,,,,,,FALSE
"2020","Michigan State University","MI",3,0.7768,39208,"28194",53600,41600,"21250",0.6727805046,0.5496235455,0.6498042758,0.7540037244,0.7965,0.8024,0.9148,FALSE
"2020","Michigan Technological University","MI",3,0.7388,5736,"28176",66400,55200,"19500",0.8030372757,0.6960352423,0.8139240506,0.8460710441,0.6747,0.6815,0.8344,FALSE
