"Year","INSTNM","STABBR","REGION","ADM_RATE","UGDS","COSTT4_A","MD_EARN_WNE_P10","MD_EARN_WNE_P6","DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","isNCF"
"2020","Alabama A & M University","AL",5,0.8986,4990,"22489",31000,25200,"15000",0.2531554273,0.2219053052,0.293029872,0.3375394322,0.2533,0.3502,0.5978,FALSE
"2020","University of Alabama at Birmingham","AL",5,0.9211,13186,"24347",41200,35100,"15000",0.513963161,0.468220339,0.5339251744,0.5827338129,0.5567,0.5692,0.8303,FALSE
"2020","Amridge University","AL",5,,351,"17680",39600,30700,"13207",0.2307692308,0.1661721068,,,0.2941,,,FALSE
"2020","University of Alabama in Huntsville","AL",5,0.8087,7458,"23441",46700,36200,"14000",0.5485090298,0.4616096207,0.5753623188,0.6721311475,0.502,0.5226,0.8269,FALSE
"2020","Alabama State University","AL",5,0.9774,3903,"21476",27700,22600,"18950",0.2185867473,0.1950549451,0.2576112412,0.3319148936,0.2901,0.2823,0.5898,FALSE
"2020","The University of Alabama","AL",5,0.5906,32177,"29424",44500,37400,"17500",0.6019442985,0.4838445808,0.5830291971,0.7129411765,0.6998,0.6993,0.8748,FALSE
"2020","Central Alabama Community College","AL",5,,1211,"8824",27700,23100,"7968",0.2510056315,0.1945652174,0.367768595,0.5432098765,,,,FALSE
"2020","Athens State University","AL",5,,2732,"not reported",38700,33400,"13500",0.5038167939,0.4180327869,0.5704584041,0.6346153846,,,,FALSE
"2020","Auburn University at Montgomery","AL",5,0.9281,4529,"18291",33300,30100,"12500",0.4418886199,0.3581661891,0.523054755,0.5979381443,0.3078,0.2678,0.676,FALSE
"2020","Auburn University","AL",5,0.7543,24147,"31282",48800,39500,"16380",0.7239612977,0.6148748159,0.7151724138,0.7892813642,0.7732,0.7606,0.9073,FALSE
"2020","Birmingham-Southern College","AL",5,0.5666,1265,"52176",46700,33400,"18794",0.7559912854,0.6517857143,0.7957746479,0.7853658537,0.6711,0.6473,0.7769,FALSE
"2020","Chattahoochee Valley Community College","AL",5,,1446,"8750",28900,22300,"7500",0.28125,0.2083333333,0.4387755102,0.4736842105,,,,FALSE
"2020","South University-Montgomery","AL",5,,321,"29309",33400,26900,"12667",0.2547585843,0.2105572789,0.3232935014,0.4912993039,0.1429,0.0465,0.3529,FALSE
"2020","Enterprise State Community College","AL",5,,1269,"9262",31800,27000,"5500",0.4260416667,0.3223570191,0.6015936255,0.5454545455,,,,FALSE
"2020","Coastal Alabama Community College","AL",5,,5494,"12008",29100,23800,"5500",0.3489905233,0.2648766328,0.4383753501,0.5044776119,,,,FALSE
"2020","Faulkner University","AL",5,0.5227,2079,"33944",35400,29700,"15500",0.3081623745,0.226127321,0.4011406844,0.5992217899,0.2797,0.2793,0.5611,FALSE
"2020","Gadsden State Community College","AL",5,,4147,"10098",26700,21200,"-999",,,,,,,,FALSE
"2020","New Beginning College of Cosmetology","AL",5,,83,"not reported",,,"5500",0.4205607477,0.3506493506,,,,,,FALSE
"2020","George C Wallace Community College-Dothan","AL",5,,3746,"9564",24700,21400,"-999",,,,,,,,FALSE
"2020","George C Wallace State Community College-Hanceville","AL",5,,4569,"10252",32200,26900,"8250",0.4397394137,0.3292065279,0.5618945102,0.6675824176,,,,FALSE
"2020","George C Wallace State Community College-Selma","AL",5,,1104,"13788",23300,19500,"-999",,,,,,,,FALSE
"2020","Herzing University-Birmingham","AL",5,0.95,544,"26128",37800,27900,"12695",0.3041105434,0.2450605481,0.4267029973,0.5948103792,0.4717,,,FALSE
"2020","Huntingdon College","AL",5,0.5841,1078,"35685",39900,32600,"16000",0.5146036161,0.3838028169,0.5042016807,0.7157360406,0.3993,0.4016,0.6602,FALSE
"2020","Heritage Christian University","AL",5,,49,"not reported",,,"-999",,,,,,,,FALSE
"2020","J. F. Drake State Community and Technical College","AL",5,,678,"11123",23800,19100,"-999",,,,,,,,FALSE
"2020","J F Ingram State Technical College","AL",5,,443,"5580",,,"-999",,,,,,,,FALSE
"2020","Jacksonville State University","AL",5,0.543,6394,"20050",35800,28700,"15999",0.4210392257,0.335290977,0.4752851711,0.5420054201,0.3976,0.3666,0.7472,FALSE
"2020","Jefferson State Community College","AL",5,,6937,"13284",30600,26900,"5250",0.4485852312,0.3510848126,0.525974026,0.6181015453,,,,FALSE
"2020","John C Calhoun State Community College","AL",5,,8270,"9848",28000,24000,"6000",0.38055344,0.2841344109,0.4966698382,0.5754189944,,,,FALSE
"2020","Judson College","AL",5,0.482,259,"31735",26100,22200,"10500",0.4702970297,0.4050632911,0.4302325581,0.7027027027,0.3333,0.3975,0.5973,FALSE
"2020","Lawson State Community College","AL",5,,2959,"13735",23400,20000,"-999",,,,,,,,FALSE
"2020","University of West Alabama","AL",5,0.3966,2152,"20692",37400,26400,"14250",0.3667296786,0.3224603914,0.415954416,0.5521472393,0.3219,0.2894,0.6386,FALSE
"2020","Lurleen B Wallace Community College","AL",5,,1267,"14136",26500,22600,"-999",,,,,,,,FALSE
"2020","Marion Military Institute","AL",5,0.5646,392,"18568",42700,33100,"5500",0.5924657534,0.5504587156,0.5357142857,0.6868686869,,,,FALSE
"2020","Miles College","AL",5,,1546,"22828",26500,20900,"14250",0.149776928,0.1319444444,0.1946902655,0.2179487179,0.2285,0.1986,0.5184,FALSE
"2020","University of Mobile","AL",5,0.4704,1294,"35463",35200,29300,"19500",0.4438722966,0.3203125,0.515037594,0.6735751295,0.4747,0.4728,0.7216,FALSE
"2020","University of Montevallo","AL",5,0.4848,2251,"24411",34200,27500,"17213",0.5173333333,0.4259259259,0.5694444444,0.6093189964,0.4971,0.4928,0.7675,FALSE
"2020","Northwest-Shoals Community College","AL",5,,2590,"12255",25600,23300,"6500",0.3611312545,0.2387543253,0.5552560647,0.6028368794,,,,FALSE
"2020","University of North Alabama","AL",5,0.6434,5741,"18712",37800,28600,"14250",0.516271595,0.431616341,0.552855407,0.637037037,0.4517,0.4335,0.7557,FALSE
"2020","Northeast Alabama Community College","AL",5,,1982,"8840",27900,23600,"3500",0.4630102041,0.39958159,0.539748954,0.6417910448,,,,FALSE
"2020","Oakwood University","AL",5,0.6589,1569,"36361",29700,21800,"21500",0.2837301587,0.2248908297,0.3147058824,0.3619047619,0.4736,0.4912,0.7063,FALSE
"2020","Reid State Technical College","AL",5,,261,"8958",22000,21200,"-999",,,,,,,,FALSE
"2020","Bishop State Community College","AL",5,,2440,"10155",22800,19100,"-999",,,,,,,,FALSE
"2020","Samford University","AL",5,0.8208,3524,"46474",49900,37500,"15500",0.7767548907,0.6519607843,0.7666666667,0.8481012658,0.7609,0.7411,0.8861,FALSE
"2020","Selma University","AL",5,,304,"15822",,,"7593",0.1179361179,0.1102362205,,,0.0198,0.0213,0.3263,FALSE
"2020","Shelton State Community College","AL",5,,3829,"12070",27100,22700,"-999",,,,,,,,FALSE
"2020","Snead State Community College","AL",5,,1872,"11073",27800,22400,"5000",0.3530701754,0.262987013,0.5508474576,0.5,,,,FALSE
"2020","University of South Alabama","AL",5,0.7931,10035,"19835",37800,31500,"16750",0.4695919938,0.3811011324,0.5098412698,0.6235849057,0.4213,0.4134,0.7604,FALSE
"2020","Spring Hill College","AL",5,0.6577,1252,"51969",45100,33600,"19500",0.6072013093,0.4703196347,0.6054054054,0.7536231884,0.554,0.5395,0.7535,FALSE
"2020","Stillman College","AL",5,0.3859,689,"21314",28200,22800,"12250",0.2526595745,0.2040816327,0.3301435407,0.3962264151,0.2844,0.2463,0.5967,FALSE
"2020","Talladega College","AL",5,,1208,"22514",21900,20300,"27090",0.1789181692,0.1583793738,,,0.3328,0.4036,0.6923,FALSE
"2020","H Councill Trenholm State Community College","AL",5,,1567,"12383",23100,21800,"-999",,,,,,,,FALSE
"2020","Troy University","AL",5,0.8767,13147,"19180",37000,30400,"15500",0.3498531898,0.2704735376,0.4398756047,0.6154506438,0.4076,0.3926,0.7142,FALSE
"2020","Tuskegee University","AL",5,0.5182,2529,"39383",35500,28500,"22053",0.4960173787,0.4684684685,0.5515695067,0.4721189591,0.4766,0.4694,0.6935,FALSE
"2020","United States Sports Academy","AL",5,,266,"not reported",,33600,"12917",0.4436090226,0.397260274,,,,,,FALSE
"2020","Bevill State Community College","AL",5,,2825,"13681",28100,23300,"-999",,,,,,,,FALSE
"2020","University of Alaska Anchorage","AK",8,0.8115,10482,"19942",45400,36000,"11000",0.5477396726,0.4488610987,0.6022592152,0.6548307184,0.2684,0.3196,0.6818,FALSE
"2020","Alaska Bible College","AK",8,,37,"24759",,,"-999",,,,,,,,FALSE
"2020","University of Alaska Fairbanks","AK",8,0.7611,4657,"18510",38700,30700,"11000",0.547265987,0.4225941423,0.5982905983,0.714,0.3082,0.4544,0.7536,FALSE
"2020","University of Alaska Southeast","AK",8,0.6333,1216,"16853",36000,31500,"10720",0.5768645358,0.5051546392,0.5890410959,0.7006802721,0.2987,0.2664,0.7214,FALSE
"2020","Alaska Pacific University","AK",8,0.8425,283,"34990",40200,33200,"15875",0.5701357466,0.3414634146,0.6829268293,0.7368421053,0.5455,0.5192,0.7971,FALSE
"2020","Alaska Vocational Technical Center","AK",8,,855,"not reported",35300,37400,"5500",0.686440678,0.5,,,,,,FALSE
"2020","Charter College","WA",8,1,2853,"35613",39800,27700,"13000",0.3047679059,0.254443128,0.3931777379,0.5682656827,0.4845,0.1748,,FALSE
"2020","Alaska Career College","AK",8,,415,"not reported",31200,25300,"8167",0.4457236842,0.3605769231,0.6148148148,0.6666666667,,,,FALSE
"2020","Empire Beauty School-Tucson","AZ",6,,102,"not reported",20300,16200,"8028",0.2879914984,0.2361733931,0.3736842105,0.512195122,,,,FALSE
"2020","Carrington College-Phoenix North","AZ",6,0.8951,475,"not reported",25400,25200,"9166",0.3293361884,0.2785441738,0.4287200832,0.5860927152,,,,FALSE
"2020","Carrington College-Mesa","AZ",6,,541,"not reported",25400,25200,"9166",0.3293361884,0.2785441738,0.4287200832,0.5860927152,,,,FALSE
"2020","Carrington College-Tucson","AZ",6,0.8736,227,"not reported",25400,25200,"9166",0.3293361884,0.2785441738,0.4287200832,0.5860927152,,,,FALSE
"2020","CollegeAmerica-Flagstaff","AZ",6,,62,"32164",23900,19500,"16660",0.1169102296,0.0955974843,,,0.2928,0.2308,,FALSE
"2020","Arizona Academy of Beauty-East","AZ",6,,57,"not reported",15300,,"4694",0.2535211268,0.1724137931,,,,,,FALSE
"2020","Platt College-Arizona Automotive Institute Arizona","AZ",6,,692,"not reported",35300,22400,"9834",0.3413775767,0.3131443299,0.3994490358,0.6486486486,,,,FALSE
"2020","Brookline College-Phoenix","AZ",6,,1230,"not reported",21900,18300,"9500",0.2092039801,0.180958013,0.3357400722,0.5119047619,0.3554,0.2423,0.2346,FALSE
"2020","Arizona State University-Tempe","AZ",6,0.8478,42529,"25621",47700,38300,"14271",0.5848558828,0.5124426661,0.6031052887,0.6705286025,0.66,0.6899,0.8711,FALSE
"2020","Arizona Western College","AZ",6,,6673,"15407",27700,22100,"4500",0.3570451436,0.2916666667,0.4615384615,0.5362318841,,,,FALSE
"2020","University of Arizona","AZ",6,0.8442,33509,"26712",47300,36900,"14000",0.6562777285,0.5790419162,0.6540460282,0.7448021462,0.6399,0.6256,0.8229,FALSE
"2020","Southwest University of Visual Arts-Tucson","AZ",6,,124,"35552",30200,25100,"32875",0.3382899628,0.2574850299,0.3870967742,0.6,0.7333,0.907,0.85,FALSE
"2020","Central Arizona College","AZ",6,,4976,"10680",26500,24600,"7000",0.2935548842,0.2274919614,0.3832116788,0.4639175258,,,,FALSE
"2020","Charles of Italy Beauty College","AZ",6,,43,"not reported",16100,16000,"7389",0.4418604651,0.4255319149,,,,,,FALSE
"2020","Cochise County Community College District","AZ",6,,3404,"11589",28500,23200,"5000",0.4121863799,0.3382789318,0.477124183,0.6323529412,,,,FALSE
"2020","Empire Beauty School-Flagstaff","AZ",6,,37,"not reported",18500,16300,"8028",0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"2020","Empire Beauty School-Chandler","AZ",6,,48,"not reported",18500,16300,"8028",0.2978723404,0.2254160363,0.4242424242,0.5802469136,,,,FALSE
"2020","Cortiva Institute-Tucson","AZ",6,,99,"not reported",22100,21400,"6333",0.4471153846,0.4014084507,0.5145631068,,,,,FALSE
"2020","Avalon School of Cosmetology-Mesa","AZ",6,,356,"not reported",19000,18500,"6237",0.3393708294,0.2865853659,0.3781818182,0.5423728814,,,,FALSE
"2020","Eastern Arizona College","AZ",6,,4291,"12647",29200,24700,"-999",,,,,,,,FALSE
"2020","Embry-Riddle Aeronautical University-Prescott","AZ",6,0.6723,2712,"51036",66200,47900,"13750",0.6444394213,0.5212569316,0.6565860215,0.7829398324,0.626,0.6328,0.8395,FALSE
"2020","School of Architecture at Taliesin","AZ",6,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","Glendale Community College","AZ",6,,13588,"11843",34500,28600,"4063",0.3519480519,0.2928217822,0.4483611626,0.5168986083,,,,FALSE
"2020","Grand Canyon University","AZ",6,0.732,53209,"31248",52700,28400,"12500",0.3519825032,0.2423399976,0.4355471392,0.6571993085,0.381,0.4158,0.6466,FALSE
"2020","GateWay Community College","AZ",6,,4188,"12180",34100,32800,"5500",0.3201856148,0.2512077295,0.44473342,0.5842696629,,,,FALSE
"2020","Mesa Community College","AZ",6,,15775,"12362",36000,29600,"4500",0.3394398821,0.2702044791,0.4467281879,0.518907563,,,,FALSE
"2020","Mohave Community College","AZ",6,,2778,"12854",27500,23200,"8610",0.3657243816,0.2927818329,0.5418848168,0.6385542169,,,,FALSE
"2020","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division","AZ",6,,952,"not reported",38700,31500,"12000",0.410058855,0.3260519248,0.481264637,0.6494156928,,,,FALSE
"2020","Dine College","AZ",6,,1399,"11550",21000,15800,"-999",,,,,0.149,,,FALSE
"2020","Northern Arizona University","AZ",6,0.8262,26647,"26748",40100,34400,"12577",0.5577914855,0.4707676665,0.5616913853,0.6762383345,0.5369,0.5455,0.7462,FALSE
"2020","Northland Pioneer College","AZ",6,,1235,"13819",25200,19700,"-999",,,,,,,,FALSE
"2020","Ottawa University-Phoenix","AZ",6,,340,"not reported",41500,36500,"12500",0.4652137469,0.3535545024,0.5059952038,0.6338028169,,,,FALSE
"2020","Phoenix College","AZ",6,,8472,"12075",31900,26300,"6000",0.2458264539,0.2025377065,0.3787731256,0.4251012146,,,,FALSE
"2020","Cortiva Institute-Scottsdale","AZ",6,,69,"not reported",21900,23400,"7600",0.5208333333,0.5,,,,,,FALSE
"2020","Pima Community College","AZ",6,,17246,"8853",30900,25800,"4750",0.3578495184,0.3055233681,0.4509695291,0.5050071531,,,,FALSE
"2020","Pima Medical Institute-Tucson","AZ",6,,1851,"not reported",28800,26700,"8510",0.4626200015,0.394625982,0.5658866995,0.6811352254,0.6906,0.8421,0.4894,FALSE
"2020","Pima Medical Institute-Albuquerque","NM",6,,565,"not reported",28800,26700,"8510",0.4626200015,0.394625982,0.5658866995,0.6811352254,,,,FALSE
"2020","Prescott College","AZ",6,0.9516,394,"41957",33200,25000,"14024",0.525390625,0.4472727273,0.562962963,0.6862745098,0.4127,0.3333,0.7207,FALSE
"2020","Refrigeration School Inc","AZ",6,,912,"not reported",41500,35400,"9500",0.3662131519,0.2949152542,0.4848484848,0.606557377,,,,FALSE
"2020","Rio Salado College","AZ",6,,6066,"10942",39500,31600,"3500",0.2287994387,0.1747937894,0.3600775194,0.4127806563,,,,FALSE
"2020","Roberto-Venn School of Luthiery","AZ",6,,20,"not reported",24000,25700,"7307",0.5769230769,0.5098039216,,,,,,FALSE
"2020","Scottsdale Community College","AZ",6,,5660,"12661",35600,31300,"4500",0.388720027,0.3101514302,0.4848484848,0.5544041451,,,,FALSE
"2020","South Mountain Community College","AZ",6,,2933,"11975",30200,25800,"4502",0.2157534247,0.1838235294,0.3159509202,0.3787878788,,,,FALSE
"2020","Arizona Christian University","AZ",6,0.5644,705,"37562",32200,32200,"10500",0.5551470588,0.3978494624,0.5952380952,0.6736842105,0.4611,0.366,0.6228,FALSE
"2020","Universal Technical Institute of Arizona Inc","AZ",6,,1869,"not reported",45200,35000,"12000",0.4811762665,0.3886316462,0.533640023,0.7034135422,,,,FALSE
"2020","Empire Beauty School-NW Phoenix","AZ",6,,87,"not reported",18200,15700,"7828",0.2771362587,0.24328594,0.3597883598,0.4090909091,,,,FALSE
"2020","Yavapai College","AZ",6,,4598,"11961",28800,25400,"7015",0.3660079051,0.3070953437,0.496350365,0.5617977528,,,,FALSE
"2020","University of Arkansas at Little Rock","AR",5,0.7933,6328,"21301",34900,31200,"13700",0.5772706733,0.540368006,0.5978077572,0.705372617,0.3558,0.3173,0.6855,FALSE
"2020","University of Arkansas for Medical Sciences","AR",5,,601,"not reported",61000,57000,"14000",0.8074074074,0.7580645161,0.8412017167,0.8636363636,,,,FALSE
"2020","Arkansas Baptist College","AR",5,,525,"22502",21800,19300,"11000",0.2544080605,0.2515060241,,,0.1973,0.0212,0.3962,FALSE
"2020","Arkansas Beauty School-Little Rock","AR",5,,125,"not reported",14000,,"6333",0.3188405797,,,,,,,FALSE
"2020","Arkansas Beauty College","AR",5,,15,"not reported",,,"5500",0.4186046512,0.3333333333,,,,,,FALSE
"2020","Lyon College","AR",5,0.4986,655,"38173",38600,30400,"13250",0.6743295019,0.5688073394,0.7530864198,0.7464788732,0.5064,0.3865,0.6632,FALSE
"2020","Arkansas College of Barbering and Hair Design","AR",5,,128,"not reported",15300,14600,"9500",0.3706896552,0.375,,,,,,FALSE
"2020","Arthur's Beauty College Inc-Fort Smith","AR",5,,31,"not reported",17300,,"9224",0.320754717,,,,,,,FALSE
"2020","University of Arkansas","AR",5,0.7747,23121,"22750",44900,37100,"14596",0.6712301975,0.5870588235,0.6839378238,0.7372926699,0.6355,0.6603,0.8301,FALSE
"2020","University of Arkansas at Pine Bluff","AR",5,0.4435,2467,"17689",27200,21200,"12624",0.3661573288,0.3435314685,0.385106383,0.477124183,0.2868,0.2749,0.706,FALSE
"2020","Arkansas State University-Beebe","AR",5,,2473,"12491",29400,24000,"4750",0.5303210464,0.4473684211,0.5704467354,0.7045454545,,,,FALSE
"2020","Arkansas State University-Main Campus","AR",5,0.7721,8623,"21375",32200,27500,"15000",0.5756867329,0.5001740341,0.6524777637,0.7157434402,0.4788,0.4372,0.7454,FALSE
"2020","Arkansas Tech University","AR",5,0.9024,7896,"18627",34100,28900,"11490",0.5645795127,0.4572890026,0.6507413509,0.7268518519,0.3983,0.4423,0.7093,FALSE
"2020","University of Arkansas at Monticello","AR",5,,2412,"17653",31500,23900,"7749",0.4455292909,0.3721444363,0.5934343434,0.6580310881,0.2436,0.2242,0.5683,FALSE
"2020","Arthur's Beauty College Inc-Jacksonville","AR",5,,36,"not reported",15300,15800,"9500",0.4712643678,0.4601769912,,,,,,FALSE
"2020","Baptist Health College Little Rock","AR",5,0.6667,648,"24473",47200,47300,"9500",0.7012987013,0.6407506702,0.7487437186,0.8099173554,,,,FALSE
"2020","Black River Technical College","AR",5,,1271,"12045",26100,22500,"6213",0.4469835466,0.3909090909,0.5693950178,0.6511627907,,,,FALSE
"2020","University of Central Arkansas","AR",5,0.911,8906,"21350",38300,29600,"13000",0.6233618234,0.5401844532,0.6597040905,0.7236061684,0.4118,0.4543,0.7312,FALSE
"2020","Central Baptist College","AR",5,0.6074,663,"25303",35300,30000,"12000",0.5753424658,0.5028901734,0.6320754717,0.6511627907,0.2664,0.3205,0.5862,FALSE
"2020","Cossatot Community College of the University of Arkansas","AR",5,,903,"10512",23100,20600,"-999",,,,,,,,FALSE
"2020","Crowley's Ridge College","AR",5,,178,"20912",26000,24000,"9500",0.5267857143,,0.5365853659,,0.3333,0.3158,0.6076,FALSE
"2020","Crowley's Ridge Technical Institute","AR",5,,168,"9219",19300,16000,"-999",,,,,,,,FALSE
"2020","East Arkansas Community College","AR",5,,683,"10598",22700,17900,"3000",0.3229166667,0.3015873016,,,,,,FALSE
"2020","Eastern College of Health Vocations-Little Rock","AR",5,,121,"not reported",21700,18000,"4154",0.412,0.3907496013,0.5052631579,,,,,FALSE
"2020","Imagine-Paul Mitchell Partner School","AR",5,,382,"not reported",,13000,"9833",0.4253578732,0.3726708075,0.5,0.5918367347,,,,FALSE
"2020","National Park College","AR",5,,1869,"13072",25100,22100,"7131",0.3684210526,0.3382594417,0.474137931,0.6078431373,,,,FALSE
"2020","University of Arkansas Community College-Batesville","AR",5,,921,"12896",25500,23300,"6388",0.472406181,0.408496732,,,,,,FALSE
"2020","Harding University","AR",5,0.7462,3953,"29827",40900,33400,"20500",0.7277023036,0.6126760563,0.7295238095,0.7924528302,0.6691,0.651,0.8355,FALSE
"2020","Henderson State University","AR",5,0.9055,2996,"20429",35700,27000,"12350",0.561760841,0.4903225806,0.6183673469,0.6692607004,0.3398,0.3573,0.645,FALSE
"2020","Hendrix College","AR",5,0.7217,1192,"59901",39700,29200,"20043",0.7620320856,0.6956521739,0.7933884298,0.7663043478,0.7264,0.7011,0.842,FALSE
"2020","Hot Springs Beauty College","AR",5,,28,"not reported",,,"9725",0.3714285714,,,,,,,FALSE
"2020","Jefferson Regional Medical Center School of Nursing","AR",5,,70,"not reported",,,"8000",,,,,,,,FALSE
"2020","John Brown University","AR",5,0.7715,1575,"38834",45800,36900,"18025",0.7462871287,0.6419753086,0.7975077882,0.7827868852,0.6962,0.6428,0.8102,FALSE
"2020","Career Academy of Hair Design","AR",5,,211,"not reported",20000,14600,"6365",0.3684210526,0.325,,,,,,FALSE
"2020","Academy of Salon and Spa","AR",5,,53,"not reported",,13500,"6333",0.396039604,0.3521126761,,,,,,FALSE
"2020","Arkansas State University Mid-South","AR",5,,657,"14384",22500,18700,"-999",,,,,,,,FALSE
"2020","Arkansas Northeastern College","AR",5,,881,"10480",25700,22100,"3750",0.4390243902,,,,,,,FALSE
"2020","New Tyler Barber College Inc","AR",5,,38,"not reported",15900,,"9500",0.3962264151,,,,,,,FALSE
"2020","North Arkansas College","AR",5,,1393,"10089",25600,23000,"5767",0.4002890173,0.3507751938,,,,,,FALSE
"2020","Northwest Technical Institute","AR",5,,237,"8201",29800,31800,"-999",,,,,,,,FALSE
"2020","Ouachita Baptist University","AR",5,0.636,1546,"37349",41200,30600,"14778",0.6861471861,0.5,0.6538461538,0.7897196262,0.6407,0.6853,0.8107,FALSE
"2020","Arkansas State University Three Rivers","AR",5,,566,"12338",27500,23400,"6500",0.4488448845,0.3917525773,,,,,,FALSE
"2020","Ozarka College","AR",5,,761,"12416",23800,18300,"5875",0.3554083885,0.3102040816,,,,,,FALSE
"2020","University of the Ozarks","AR",5,0.5232,862,"35136",33900,25900,"5500",0.59030837,0.4868421053,0.6206896552,0.671875,0.5015,0.427,0.6875,FALSE
"2020","University of Arkansas Community College-Morrilton","AR",5,0.7415,1720,"10389",27500,24800,"5500",0.4827586207,0.4226190476,0.534562212,0.6923076923,,,,FALSE
"2020","Philander Smith College","AR",5,,1000,"25290",24400,21400,"9500",0.3868921776,0.3705882353,0.4380952381,,0.3543,0.4303,0.6381,FALSE
"2020","Phillips Community College of the University of Arkansas","AR",5,,710,"10501",22400,18900,"3500",0.3214285714,0.2391304348,,,,,,FALSE
"2020","Southeast Arkansas College","AR",5,,947,"12149",26700,20700,"4844",0.4023972603,0.3529411765,,,,,,FALSE
"2020","Professional Cosmetology Education Center","AR",5,,30,"not reported",,,"9833",0.4107142857,0.380952381,,,,,,FALSE
"2020","University of Arkansas-Pulaski Technical College","AR",5,,3705,"16796",27700,22100,"9250",0.4159965537,0.3947895792,0.4783347494,0.5604026846,,,,FALSE
"2020","University of Arknsas Hope-Texarkana","AR",5,,1542,"13574",24400,21300,"3500",0.5,0.3953488372,,,,,,FALSE
"2020","University of Arkansas Community College Rich Mountain","AR",5,,449,"11854",20800,18400,"-999",,,,,,,,FALSE
"2020","Paul Mitchell the School-Arkansas","AR",5,,95,"not reported",,14800,"9833",0.7155963303,0.6885245902,,,,,,FALSE
"2020","Searcy Beauty College","AR",5,,75,"not reported",13400,11600,"6599",0.328358209,0.2857142857,,,,,,FALSE
"2020","Shorter College","AR",5,,569,"21618",,,"9500",0.247311828,,,,,,,FALSE
"2020","Williams Baptist University","AR",5,0.5639,460,"28424",33100,28400,"12500",0.6174242424,0.5363636364,0.6944444444,0.6304347826,0.4015,0.3822,0.6,FALSE
"2020","South Arkansas Community College","AR",5,,1143,"12743",29000,24500,"7739",0.4453507341,0.3873873874,0.578125,0.6585365854,,,,FALSE
"2020","Southern Arkansas University Main Campus","AR",5,0.6878,3203,"22116",35700,28200,"11000",0.4865079365,0.4269972452,0.5316804408,0.6432748538,0.3817,0.3718,0.6569,FALSE
"2020","Southern Arkansas University Tech","AR",5,,733,"18368",26700,24000,"5500",0.3901234568,0.3418181818,,,,,,FALSE
"2020","Velvatex College of Beauty Culture","AR",5,,16,"not reported",,,"9500",,,,,,,,FALSE
"2020","University of Arkansas-Fort Smith","AR",5,,5235,"16434",31000,28100,"8306",0.5166270784,0.4294692737,0.6061776062,0.690851735,0.3068,0.2875,0.6545,FALSE
"2020","Academy of Art University","CA",8,,6898,"39735",38600,26900,"12877",0.3587936866,0.2914926931,0.3748717949,0.5312024353,0.398,0.3801,0.7703,FALSE
"2020","Academy of Chinese Culture and Health Sciences","CA",8,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","The Academy of Radio and TV Broadcasting","CA",8,,26,"not reported",31000,25100,"9500",0.2657342657,0.2314049587,,,,,,FALSE
"2020","Avalon School of Cosmetology-Alameda","CA",8,,118,"not reported",20000,19400,"6213",0.2958801498,0.270531401,,,,,,FALSE
"2020","College of Alameda","CA",8,,4975,"13680",34200,24500,"9108",0.2755102041,0.2179487179,,,,,,FALSE
"2020","Allan Hancock College","CA",8,,9045,"10784",30400,24000,"6834",0.2916666667,0.2424242424,,,,,,FALSE
"2020","American Academy of Dramatic Arts-Los Angeles","CA",8,0.7892,263,"50100",32700,18600,"12000",0.4113475177,0.3040540541,0.3787878788,0.6764705882,,,,FALSE
"2020","American Baptist Seminary of the West","CA",8,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","American Film Institute Conservatory","CA",8,,,"not reported",,,"-999",,,,,,,,FALSE
"2020","American Beauty College","CA",8,,129,"not reported",,,"5405",0.5408163265,0.4939759036,,,,,,FALSE
"2020","American Career College-Los Angeles","CA",8,,1284,"not reported",31800,24600,"9500",0.3423601502,0.3050669467,0.4436619718,0.50390625,,,,FALSE
"2020","American Conservatory Theater","CA",8,,0,"49581",,,"-999",,,,,,,,FALSE
"2020","American River College","CA",8,,28573,"11961",32000,23200,"9334",0.2558210784,0.2311594203,0.4004739336,0.3414634146,,,,FALSE
"2020","Antelope Valley College","CA",8,,12080,"13084",27100,19600,"6500",0.1919156415,0.1710156564,0.2909090909,0.5063291139,0.2508,,,FALSE
"2020","Art Center College of Design","CA",8,0.6765,1987,"64097",53600,40300,"28250",0.6971830986,0.6719160105,0.6875,0.7633136095,0.6967,0.7419,0.8116,FALSE
"2020","Associated Technical College-Los Angeles","CA",8,,367,"not reported",23000,15000,"9500",0.2374768089,0.226744186,,,,,,FALSE
"2020","Associated Technical College-San Diego","CA",8,,98,"not reported",19600,16700,"9500",0.1976744186,,,,,,,FALSE
"2020","Azusa Pacific University","CA",8,0.6851,5545,"51578",51100,42000,"18970",0.6398247056,0.4932170543,0.6407137064,0.7481962482,0.6466,0.7079,0.8211,FALSE
